-53.22265625,967.28515625,-621.58203125,-32.2265625
-21.484375,967.28515625,-1000,-39.0625
-20.99609375,967.28515625,-119.62890625,-33.203125
-28.80859375,967.28515625,-998.53515625,-4.39453125
-22.4609375,967.28515625,238.76953125,-16.6015625
-49.31640625,968.26171875,-1000,-59.08203125
-50.29296875,904.296875,-399.4140625,-36.1328125
-27.83203125,-894.53125,729.98046875,-10.7421875
-38.57421875,187.01171875,-107.421875,-40.0390625
-37.109375,-1000,-1000,-61.03515625
-34.66796875,-984.375,-771.484375,-41.015625
-40.52734375,-973.14453125,159.66796875,-25.87890625
-42.96875,-1000,-163.0859375,-39.55078125
-32.2265625,-1000,-1000,-47.36328125
-40.0390625,-1000,-1000,-33.203125
-45.8984375,-1000,-664.0625,-25.87890625
-29.78515625,-1000,-450.1953125,-22.94921875
-38.0859375,-1000,-908.69140625,-52.24609375
-49.8046875,-1000,-1000,-80.56640625
-53.7109375,-1000,-648.92578125,-48.828125
-31.73828125,-1000,-45.41015625,-26.3671875
-20.5078125,-973.6328125,-610.3515625,-21.97265625
-40.0390625,-986.328125,-1000,-32.2265625
-48.33984375,-1000,-882.8125,-37.59765625
-32.2265625,967.28515625,-679.19921875,-27.83203125
0.48828125,967.28515625,-183.10546875,-9.765625
-7.8125,967.28515625,-671.875,-19.53125
-17.578125,967.7734375,-1000,-22.4609375
-41.50390625,966.796875,-982.421875,-39.0625
-37.59765625,905.76171875,0.9765625,-23.92578125
-25.87890625,-895.99609375,-24.90234375,-7.32421875
-46.38671875,170.8984375,-1000,-81.0546875
-73.73046875,-1000,-1000,-98.14453125
-82.51953125,-981.93359375,-973.14453125,-48.33984375
-103.515625,-974.609375,-990.234375,-55.17578125
-114.74609375,-1000,-979.00390625,-82.51953125
-32.2265625,967.28515625,-679.19921875,-27.83203125
0.48828125,967.28515625,-183.10546875,-9.765625
-7.8125,967.28515625,-671.875,-19.53125
-17.578125,967.7734375,-1000,-22.4609375
-41.50390625,966.796875,-982.421875,-39.0625
-37.59765625,905.76171875,0.9765625,-23.92578125
-25.87890625,-895.99609375,-24.90234375,-7.32421875
-46.38671875,170.8984375,-1000,-81.0546875
-73.73046875,-1000,-1000,-98.14453125
-82.51953125,-981.93359375,-973.14453125,-48.33984375
-103.515625,-974.609375,-990.234375,-55.17578125
-114.74609375,-1000,-979.00390625,-82.51953125
-71.2890625,-1000,-1000,-142.08984375
-18.5546875,-938.4765625,-828.125,-52.734375
-37.59765625,-1000,-597.65625,21.97265625
-44.43359375,-210.9375,-888.671875,-16.11328125
5.859375,-958.984375,-1000,7.32421875
-19.53125,949.21875,-496.58203125,-59.5703125
-47.8515625,940.4296875,295.8984375,-84.47265625
-75.1953125,973.6328125,-544.921875,-66.40625
-91.796875,967.28515625,-1000,-37.109375
-93.26171875,967.28515625,-934.08203125,-32.71484375
-62.01171875,967.28515625,-582.03125,-80.078125
17.578125,967.28515625,-635.25390625,-70.3125
-60.546875,981.4453125,-1000,-91.30859375
-138.18359375,894.04296875,-1000,-52.734375
-37.109375,-911.62109375,-692.3828125,-7.32421875
-3.41796875,520.5078125,-706.0546875,-28.80859375
-41.50390625,-848.6328125,-1000,-38.57421875
-58.59375,-1000,-1000,-63.96484375
-61.5234375,-149.90234375,-569.82421875,-49.8046875
-0.9765625,-972.16796875,-451.171875,-54.19921875
-32.71484375,948.73046875,-995.60546875,-55.17578125
-166.9921875,948.2421875,-1000,-50.78125
-111.328125,944.3359375,-966.796875,-43.45703125
20.01953125,958.49609375,-952.1484375,-47.36328125
11.71875,-990.72265625,-995.60546875,-65.91796875
-111.328125,-247.0703125,-995.1171875,-110.3515625
-126.953125,-1000,-1000,-97.16796875
-49.8046875,-940.4296875,-883.7890625,-81.0546875
-67.87109375,-1000,-829.1015625,-102.5390625
-80.56640625,-1000,-1000,-58.59375
-48.33984375,-1000,-1000,-35.15625
20.99609375,-1000,-995.60546875,19.04296875
2.9296875,-1000,-1000,-25.87890625
-9.27734375,-1000,-1000,-28.3203125
-34.1796875,-1000,-1000,-11.23046875
-64.453125,-1000,-1000,-80.56640625
-19.53125,-1000,-1000,-79.58984375
-46.38671875,-1000,-1000,-39.0625
-27.34375,-1000,-1000,-41.9921875
-4.8828125,-931.640625,-1000,-30.2734375
-55.17578125,-1000,-1000,-41.9921875
-26.3671875,-326.66015625,-997.0703125,1.46484375
32.2265625,999.0234375,-1000,-18.5546875
-11.23046875,982.421875,-1000,-72.75390625
-60.05859375,857.91015625,-851.5625,33.69140625
-62.01171875,-897.94921875,-869.140625,10.25390625
-67.87109375,495.1171875,-1000,-90.33203125
-45.8984375,-928.7109375,-1000,-68.84765625
-84.47265625,-1000,-874.0234375,-42.48046875
-181.640625,-948.2421875,-719.7265625,-62.01171875
-148.4375,-1000,-979.00390625,-78.61328125
-10.25390625,-926.7578125,-1000,-63.4765625
-32.71484375,-1000,-1000,-23.4375
-63.4765625,-530.76171875,-729.00390625,-91.30859375
-26.85546875,893.5546875,-719.7265625,-128.90625
-101.5625,-992.67578125,-1000,-87.40234375
-122.0703125,915.0390625,-1000,-48.828125
-66.40625,981.93359375,-745.1171875,-62.5
-90.33203125,967.28515625,-712.40234375,-98.14453125
-101.5625,967.28515625,-1000,-86.9140625
-117.67578125,967.28515625,-1000,-98.6328125
-98.6328125,967.28515625,-838.8671875,-77.63671875
-104.98046875,967.28515625,-736.328125,-99.12109375
-123.046875,967.7734375,-957.03125,-116.69921875
-126.46484375,966.796875,-1000,-136.71875
-159.1796875,905.76171875,-326.66015625,-136.71875
-78.61328125,-895.99609375,515.625,-64.94140625
-72.265625,166.50390625,-571.77734375,-59.5703125
-119.140625,-1000,-1000,-87.40234375
-102.5390625,-981.4453125,-956.0546875,-93.75
-110.83984375,-974.609375,-823.2421875,-99.609375
-101.5625,-1000,-852.05078125,-93.26171875
-108.88671875,-1000,-1000,-110.83984375
-122.55859375,-1000,-1000,-114.74609375
-100.09765625,-1000,-651.3671875,-100.09765625
-99.12109375,-929.19921875,-577.1484375,-83.49609375
-72.265625,-1000,-1000,-65.4296875
-1.953125,-619.62890625,-916.015625,-13.18359375
23.4375,818.84765625,488.76953125,-3.41796875
9.765625,-974.609375,595.703125,-49.8046875
-17.08984375,909.66796875,-842.7734375,13.18359375
-51.26953125,984.86328125,-1000,4.8828125
-22.94921875,902.34375,-628.90625,-21.97265625
5.37109375,-894.04296875,-104.4921875,14.16015625
-35.64453125,217.7734375,-669.43359375,-11.71875
-65.4296875,-1000,-1000,-43.45703125
-12.6953125,-992.1875,-817.3828125,8.30078125
-16.6015625,-956.54296875,-78.61328125,-49.31640625
-103.02734375,-968.75,-338.8671875,-83.49609375
-60.05859375,-1000,-1000,-27.34375
-7.32421875,8.7890625,-628.90625,36.1328125
17.578125,-915.0390625,615.234375,65.4296875
35.15625,922.36328125,581.0546875,27.83203125
-55.6640625,957.03125,-769.04296875,-18.06640625
-112.3046875,906.73828125,-1000,1.953125
-60.05859375,-894.53125,-3.90625,28.80859375
-17.578125,184.08203125,38.57421875,-28.3203125
0.48828125,-1000,-939.94140625,-35.15625
23.4375,-1000,-1000,-6.8359375
-38.57421875,-217.28515625,84.9609375,-39.0625
-38.57421875,960.9375,957.51953125,-19.04296875
-10.7421875,-978.515625,-299.8046875,-16.6015625
-63.4765625,746.09375,-1000,-47.36328125
-27.83203125,-623.53515625,-741.69921875,34.1796875
24.90234375,-1000,521.484375,79.1015625
-40.52734375,-936.03515625,137.20703125,-10.7421875
-16.11328125,-1000,-1000,-34.1796875
-6.34765625,-1000,-757.32421875,15.13671875
-55.6640625,-1000,507.8125,15.13671875
-6.8359375,-1000,190.4296875,6.34765625
-67.87109375,-948.73046875,-1000,-2.44140625
22.94921875,-1000,-960.44921875,-25.390625
31.73828125,-872.55859375,175.78125,1.46484375
-24.90234375,514.16015625,-868.65234375,40.52734375
54.19921875,-924.8046875,46.38671875,14.16015625
12.6953125,901.3671875,-1000,1.46484375
-50.78125,977.5390625,-223.6328125,-44.43359375
-34.1796875,967.28515625,-953.61328125,-22.94921875
13.671875,967.28515625,150.87890625,35.64453125
17.08984375,981.93359375,-1000,-26.3671875
-21.97265625,903.3203125,-609.86328125,-20.5078125
-23.92578125,-949.21875,892.578125,13.18359375
-45.8984375,707.51953125,398.92578125,-18.06640625
-187.98828125,-723.14453125,-1000,-63.4765625
-59.5703125,-1000,-766.11328125,-45.8984375
105.46875,-937.5,685.546875,22.4609375
12.20703125,-1000,811.5234375,29.78515625
-34.66796875,-1000,-621.09375,17.578125
-79.1015625,-1000,-1000,-22.4609375
-41.015625,-1000,42.48046875,-39.55078125
52.734375,-1000,887.20703125,14.6484375
52.734375,-1000,-369.140625,30.2734375
-4.8828125,-990.72265625,-1000,11.23046875
-46.38671875,-954.1015625,-522.4609375,-7.32421875
-11.71875,-1000,784.66796875,-39.0625
-21.484375,-61.5234375,513.18359375,2.44140625
-42.96875,-930.17578125,-1000,13.671875
30.76171875,931.15234375,-374.51171875,-17.578125
-15.625,951.171875,-877.9296875,-35.64453125
-38.0859375,970.703125,604.98046875,-7.32421875
