-1000,-38.0859375,-34.66796875,-1000
-1000,-37.59765625,-30.2734375,-1000
-993.1640625,-38.57421875,-34.1796875,-987.79296875
-949.70703125,-43.9453125,-34.66796875,-959.47265625
-1000,-42.48046875,-28.3203125,-1000
-87.40234375,-13.671875,-25.390625,-18.5546875
-929.6875,-0.9765625,-32.71484375,-923.828125
931.640625,-25.87890625,-37.109375,926.7578125
951.66015625,-36.62109375,-35.15625,954.58984375
904.78515625,-36.62109375,-33.69140625,907.2265625
-894.53125,-36.62109375,-36.62109375,-894.53125
226.07421875,-56.640625,-41.015625,187.01171875
-1000,-71.77734375,-38.0859375,-1000
-990.72265625,-56.15234375,-35.15625,-984.375
-970.21484375,-41.015625,-37.109375,-973.14453125
-1000,-40.52734375,-36.1328125,-1000
-1000,-34.66796875,-30.2734375,-1000
-1000,-30.2734375,-28.80859375,-1000
-1000,-31.73828125,-36.1328125,-1000
-1000,-36.62109375,-34.66796875,-1000
-1000,-41.50390625,-31.25,-1000
-1000,-36.1328125,-32.2265625,-1000
-1000,-32.71484375,-33.69140625,-1000
-1000,-38.57421875,-36.62109375,-1000
-1000,-36.62109375,-32.71484375,-1000
-1000,-36.1328125,-32.71484375,-1000
-1000,-37.109375,-32.2265625,-1000
-1000,-34.1796875,-31.73828125,-1000
-949.21875,-32.71484375,-33.203125,-944.3359375
-1000,-26.85546875,-31.73828125,-1000
-885.7421875,-23.92578125,-33.203125,-782.2265625
501.46484375,-7.32421875,-38.57421875,604.98046875
-922.8515625,-1.46484375,-37.59765625,-942.87109375
902.83203125,-22.94921875,-36.1328125,913.57421875
961.9140625,-32.2265625,-32.71484375,944.3359375
927.734375,-32.71484375,-31.25,968.75
-923.828125,-30.2734375,-34.66796875,977.05078125
-57.12890625,-49.8046875,-35.64453125,-306.15234375
-1000,-59.5703125,-35.64453125,-1000
-952.63671875,-46.875,-31.73828125,-938.96484375
-991.2109375,-50.29296875,-30.76171875,-1000
-1000,-47.36328125,-33.69140625,-1000
-1000,-47.36328125,-34.66796875,-1000
-1000,-53.22265625,-39.0625,-1000
-1000,-53.22265625,-46.875,-1000
-1000,-51.26953125,-41.50390625,-1000
-1000,-44.43359375,-37.59765625,-1000
-1000,-42.48046875,-36.62109375,-1000
-1000,-42.96875,-36.62109375,-1000
-985.83984375,-37.59765625,-41.50390625,-979.4921875
-961.42578125,-31.73828125,-37.59765625,-975.5859375
-1000,-30.2734375,-37.109375,-1000
20.01953125,-12.20703125,-39.0625,97.65625
-911.1328125,-3.90625,-40.0390625,-914.55078125
919.43359375,-17.578125,-42.96875,917.96875
957.51953125,-24.4140625,-45.8984375,958.984375
905.2734375,-34.66796875,-44.921875,908.69140625
-895.01953125,-35.64453125,-43.9453125,-896.97265625
186.5234375,-47.36328125,-47.36328125,155.76171875
-1000,-59.5703125,-44.43359375,-1000
-937.98828125,-44.43359375,-32.71484375,-942.3828125
-1000,-44.921875,-32.2265625,-1000
-221.19140625,-26.3671875,-24.4140625,-172.8515625
